order_id,products
3309393,6104 19057  NA
288658,32156 33452  NA
1068037,10580 43782  NA
1825398,1398 7878 8859 29642
1613532,31805 46149  NA
211267,24852 49044  NA
3052173,14161 39275  NA
2581727,1468 5876 10476 30391
1556549,11520 13176  NA
446630,890 907 5258 5985
987145,17027 25138  NA
1844839,30776 38837  NA
2700123,36036 45570  NA
848283,8277 13176 24024 43122
3128237,2220 3515  NA
519140,24852 31981  NA
778947,29662 31717  NA
635541,9405 11440  NA
2863172,13716 20156  NA
3062074,1 45051  NA
192719,3458 18523 24347 24852
1376351,1244 10017 13176 35951
1370372,8073 8501  NA
1676258,18389 18465  NA
656396,22220 39040  NA
2726684,10172 21009  NA
3123103,4562 24852  NA
8363,8927 32828 42265 42585
1778015,24852 27845  NA
1987854,21267 32740  NA
2514756,5077 5450 7054 24852
766247,8277 24838 24964 27966
395026,32655 35221  NA
1243440,14078 24673 38890 41889
827625,4790 48835  NA
888027,10509 14444  NA
572727,2664 5085 8128 10291
3318056,18362 38164  NA
1949086,6948 14233 21903 25659
2130996,3765 23737  NA
1531707,12140 28204  NA
2876773,12315 14074  NA
1823382,24852 45066  NA
2908457,3856 24721 29921 32655
1819381,513 651 2846 2994
2386746,3473 6366  NA
2924862,30489 34230  NA
681913,4605 20876  NA
1484897,11009 33690  NA
1355695,14240 40469  NA
2327501,5450 24852  NA
2615195,15290 40174  NA
1930476,7413 45368  NA
2375456,14897 15872 24852 39275
3341925,35561 35951  NA
630145,15772 16974  NA
2662615,5025 24852 34861 47626
503085,4799 21709 25837 43324
1828558,16797 43352  NA
3062610,1711 3717 10121 10343
1756466,2480 4163 4927 6193
2265504,34 24852  NA
2756799,4724 13176 20796 23016
1288199,196 15672  NA
850065,24235 46802  NA
881345,27966 45066  NA
1222202,24852 36865  NA
1194995,11193 17902 19057 21903
1516882,6927 13176  NA
3419574,26038 35527  NA
1759310,5322 25466 26351 33198
1658737,5785 24184  NA
820449,7054 9839 30489 36724
297131,11777 21903  NA
1176648,26604 43352  NA
1080612,21903 39475  NA
1061897,196 13966 33756 43967
532252,196 23662  NA
1242386,5876 47766  NA
678235,1688 47329  NA
702235,4421 4920 21137 24024
1291970,8022 16290 16291 20309
308264,31720 32655  NA
1098337,4472 4920  NA
1472331,5450 10403 14381 24852
1678375,6184 18023  NA
2846957,45 15693  NA
1763504,5068 6087  NA
774160,2022 43470  NA
104318,21137 24850 24852 40174
2392155,9743 11894  NA
1531618,5456 27845  NA
1197395,23965 35504  NA
3045030,6825 8587  NA
1362848,2719 4210 12210 31396
2662608,23909 42943  NA
1191837,3376 27845  NA
3022429,28985 47626  NA
8188,21903 33000  NA
1587523,20039 31915  NA
1150654,13176 47325  NA
2854796,8884 9075 22071 22151
1559507,5258 13259  NA
3348685,1158 5161  NA
1372067,9124 33754 34448 35986
3366084,14444 18443  NA
306259,287 10753  NA
1490258,20144 23375  NA
1543051,11784 13176  NA
520685,2966 21137 23650 33787
213822,35561 39922  NA
746260,9387 38563  NA
2055514,13176 16797  NA
227884,15424 36392  NA
2037257,21288 25588  NA
357255,160 2618 8229 14928
604986,9741 17122 21137 24852
334377,8518 21137  NA
2531119,7069 30849  NA
3109135,21386 28553 35756 40545
1876410,16797 20940  NA
3020895,3990 4086 6436 7206
255859,23804 46681  NA
928627,19660 26553 30162 32538
3023648,8859 21903  NA
1503751,2078 20738 30499 36550
973054,13176 21903 27730 28199
2045272,277 9932  NA
1611034,17279 24852  NA
1440294,21903 32134  NA
843375,13977 32403  NA
443872,350 10613  NA
2346070,28985 39275  NA
1812624,24838 34262  NA
516431,6948 15902 19068 21709
2190129,18110 45066  NA
3099915,4605 21137 22959 26604
2585859,21137 46979  NA
663064,5785 9292  NA
1628123,25544 36126  NA
714813,3233 4086 8621 19678
2362483,11520 33120  NA
3413392,14130 36144  NA
421861,13176 18818  NA
651234,13176 48415  NA
443880,8627 14947  NA
2911077,12606 28626  NA
2894503,2748 27392  NA
18531,24852 27841  NA
330274,5876 10749 20995 24489
2466465,3896 9839  NA
1442066,13809 33065 41539 43390
2969343,11576 42736  NA
2755113,13042 31805  NA
2936120,1463 7806 10749 13609
2981862,26369 32566  NA
1950741,5450 27521 27662 42445
2884727,8580 24852  NA
707009,24964 42445  NA
497684,14645 18394  NA
2154816,13176 27845 33754 38689
604109,13176 33716  NA
462804,1919 14734 16642 19154
871787,26209 27325  NA
160099,21903 35523  NA
2587900,7131 49683  NA
116153,13263 38689  NA
927784,13176 39275  NA
3382981,24852 27344  NA
647747,5876 35652 39040 39812
940432,928 16245 22496 48071
3309977,21709 24852  NA
172573,24964 44142  NA
1494477,4428 13996  NA
1827814,46654 48705  NA
128469,2481 15925 18104 18721
2935142,32605 41602  NA
1800415,12341 22507  NA
741026,3262 21011 23734 48779
1028563,27102 41371  NA
1911600,5025 28842  NA
1165781,7644 24852 40332 46941
2639950,21288 21903 39275 43352
1522143,14839 21903 24799 39040
1156622,4030 22959  NA
1564909,4697 27307  NA
1689551,21903 39275  NA
1009512,1463 5303 18465 30709
2842846,4920 9076 11365 13535
275947,4713 15042  NA
1288003,13176 39877  NA
464517,1511 9912 41808 44142
934994,21903 27392  NA
3378768,248 3787 4920 8021
1578265,7388 36165 37276 38164
2387149,2611 21376  NA
1276161,3819 10070 17487 20842
565286,14867 23288  NA
3067613,25890 42265  NA
2361352,4799 43789  NA
3136210,5708 8049  NA
1005664,8424 21386  NA
1388427,5273 5322 18205 19803
430940,13176 39275 47209 49683
3400252,13176 27925  NA
509783,26620 35504  NA
2556493,4920 20345 21616 28204
837243,21091 25330  NA
1249753,5120 22935  NA
99497,790 3792  NA
1880000,17706 35921  NA
304214,3835 8859 17008 19691
2117142,16797 21288  NA
68231,5114 7521 8309 31469
64882,19895 28427  NA
2997977,21903 25588  NA
943875,10387 21019 23192 23357
3312403,8424 39190  NA
2500905,28601 37464  NA
1537477,7371 11821  NA
2611132,2748 14084  NA
1895579,4799 8174 8277 13535
983438,21386 43352  NA
2134382,18615 35951  NA
1471376,24852 46513  NA
710067,5258 8859  NA
126017,4210 24852  NA
2754136,21137 36011  NA
1379985,24852 29373  NA
1685398,24852 40545  NA
3256785,16185 32573  NA
2289606,7746 21903 24964 26209
169915,18670 42389  NA
451736,23644 34128  NA
689390,13176 25659  NA
2023947,2729 8390 24273 24852
3249425,10749 32523  NA
528740,24497 24852  NA
1358624,12341 42701  NA
1372919,16249 28985  NA
2408719,4932 12572  NA
2026812,18531 24964  NA
167873,8230 27845 44815 49192
2723797,24852 40174  NA
2032217,27845 35503  NA
1743017,3092 18176 20169 23362
1983858,1831 31964  NA
3299223,49191 49235  NA
853290,11512 36070  NA
2258443,5258 33081  NA
658867,45282 49267  NA
1792555,4605 5785 13176 44533
1433799,27966 31717  NA
2509044,4920 22856  NA
3107564,16589 31394  NA
280806,13176 40120  NA
219759,2962 24852  NA
1330978,4138 4493 4697 8424
2442472,3793 47610  NA
1502437,19174 47977  NA
593527,4210 24852  NA
510246,24082 25471  NA
1419744,17487 35939  NA
339159,13176 17794  NA
263953,2732 39108  NA
2263140,14462 26209  NA
2239146,2971 33452  NA
2613079,32455 32478  NA
1064164,23341 28204  NA
1592266,35221 NA  NA
37642,6833 31040  NA
148793,26209 46802  NA
890480,24852 39560  NA
418348,16696 19863 38200 43727
1641615,4649 6550  NA
1360432,23020 35948  NA
3290929,2745 34520  NA
705915,24838 27521  NA
3323933,25466 30489  NA
554001,21872 22035 40749 47766
3045077,3464 4605 6649 7500
1432993,29439 30024  NA
2799230,24852 41714  NA
3314281,8277 13176  NA
2049779,3526 9076 24852 28199
505397,24852 44811  NA
577706,12545 24852  NA
495298,4086 5025 5818 7774
1007185,8518 20754 21137 28682
146612,4 21019 22882 32019
2859965,13176 30731  NA
2415900,20842 23288  NA
2858681,5013 10279 16696 23082
2935253,21174 39190  NA
2322422,24838 28204  NA
2082938,3836 7847  NA
1523654,4447 8590 35507 35824
2957920,22220 36869  NA
2086127,12606 14927 24852 40332
1815710,12476 38928  NA
966839,13176 13629 21616 24964
494710,27845 43421  NA
2160319,5262 5785 7521 14111
214407,5985 31985  NA
3291619,12341 16797  NA
3151873,16262 25146 26252 26940
520065,7412 12341  NA
172709,6348 9421  NA
2841397,26209 34466  NA
1174131,14084 24852  NA
2903101,8424 26894 35986 39275
1668898,12771 24852  NA
196979,6719 26604  NA
1087452,8653 31716  NA
1644302,24852 27845  NA
3186382,22035 37158  NA
342979,17794 21903  NA
253078,24852 30385  NA
2927283,3957 20600 21621 35383
3245934,25138 27086  NA
2834814,14410 18670 24852 34262
1121374,44753 45223  NA
1746028,39475 43394  NA
3219717,13176 22260  NA
2205722,28021 37335  NA
1347920,13176 32227  NA
2537601,7955 31292  NA
2869091,16083 24852  NA
3074582,19894 24518  NA
1430114,10957 14111  NA
3152226,13176 34197  NA
1406066,13176 17600  NA
2722225,6448 24780  NA
3073931,1940 28031  NA
2397663,5876 8518 26800 31717
1839541,2604 12075 26165 47990
1545781,8153 12508  NA
360026,13643 37250  NA
2715459,34969 35163  NA
2172352,890 7010 7628 12741
2313350,14853 27845  NA
1771407,13176 44765  NA
2505443,19348 29650  NA
1408920,27845 40068  NA
193737,2513 13176  NA
2715856,5025 19003 24184 28842
3410558,11123 26209  NA
3220768,2344 24838  NA
2406664,17794 23165  NA
680655,33754 49610  NA
1468641,6962 13176 34993 39475
1987191,24830 44142 47626 47766
2117855,3957 13176  NA
1115264,5653 36397  NA
1028718,8203 9020 13984 14277
2821739,16469 44632  NA
2688436,4605 44799  NA
2697037,2277 19068 22275 27640
1681682,11266 13424  NA
1362694,20938 25804 32465 41238
1433961,2966 30169  NA
1239263,28427 36456  NA
2382822,17316 33671  NA
1136281,3061 24852 27730 35682
2274397,651 3045 4562 5025
2317748,27521 39180  NA
153845,8277 30489  NA
488870,24852 28985  NA
17751,1875 40255  NA
1652821,21137 28985  NA
2891695,7948 22935 23400 24964
1829655,25072 41371  NA
1961266,7669 24184 27086 35328
998429,44142 47626  NA
2034064,10193 40516  NA
1693413,10753 38480  NA
1637446,7952 13176  NA
937209,27472 40910  NA
535706,2675 42500  NA
1156732,15399 19348  NA
868056,13176 31741  NA
18542,28934 34339  NA
2451582,17902 19660  NA
3028530,13176 43394  NA
2608623,4086 4210  NA
2054782,26898 37849  NA
1479892,13496 38739  NA
3378756,13176 19057  NA
2836028,4605 13198 23734 24852
2025678,6631 28703  NA
1764190,196 29978  NA
2895386,31343 46886  NA
583727,13176 21903  NA
433684,29615 41273  NA
2028349,15950 22939 30122 37067
986461,18792 47815  NA
2313021,10957 23341  NA
2304962,1463 43154  NA
1564560,6046 9689 21903 24852
2106252,5262 26209 26940 47766
1631534,29010 38944  NA
1015824,12683 31269  NA
210065,9405 18465 27344 41665
39157,24852 47766  NA
1172932,21872 49191  NA
2934363,41433 44944  NA
3148927,40593 41593 42701 42958
1938106,13629 21938  NA
2191139,23341 30006  NA
3141157,3808 10833 21115 30925
2988424,27985 31394  NA
2203044,18339 24852 29336 32439
244269,33787 38241 41844 42240
2862042,7485 15290 28985 46979
1507209,27086 48109  NA
122123,21417 30391 43258 47766
1729192,18531 21417  NA
834510,11777 13166  NA
3315433,4605 6046 21903 24852
318298,23457 36735  NA
854163,4799 18881 32478 35233
2924263,354 33220  NA
2897111,3800 35914  NA
937063,196 43154  NA
2677758,27845 44765  NA
929552,18583 21614  NA
1020443,7049 25466  NA
381842,3274 6987 12397 13627
400788,5876 10749 18465 39877
1146246,4920 24053  NA
2175759,26352 33919  NA
3103563,13176 48171  NA
2534043,21938 35221  NA
1002072,3957 8859  NA
3097958,7806 24852  NA
1732365,13176 21903  NA
962669,21903 24852 26209 27325
63146,4565 8424  NA
2907747,5646 28204  NA
3176607,11520 13176  NA
37580,1890 5077  NA
2395413,28427 47977  NA
906138,3951 24799  NA
1332728,24852 25706  NA
1655935,27323 36865  NA
3363663,1393 21709  NA
3086391,6104 13176  NA
499654,12456 24852  NA
3276844,5575 19660 21150 28985
3033980,4799 12036 21903 26369
781055,21903 24852  NA
199736,1103 24221 26369 46855
2197450,11005 21137  NA
2679096,21137 47209  NA
439603,5785 30700  NA
2934522,14421 40332  NA
1636972,1819 37067  NA
2577433,3399 8571  NA
2480417,43154 46088  NA
146787,2120 2675  NA
2436585,13176 26104  NA
690260,11073 14156  NA
18671,19906 27845  NA
1711131,8859 40969  NA
1461873,17902 39534  NA
627761,13755 23313  NA
2989523,23288 31985  NA
2824972,3957 31076  NA
2693691,19660 24082  NA
1096511,4462 13660  NA
734294,1689 17341  NA
1440068,277 9458  NA
2238548,9405 43394  NA
1475965,27845 38689  NA
2699075,24253 33120  NA
3158947,13176 31720  NA
2123903,32201 42342  NA
3243328,14742 33081  NA
12187,5025 12341 16696 49683
806847,6111 9018  NA
