order_id,products
1185710,9839 19508 21137
1237726,25671 26209 39877
572050,31846 42475 
1753574,19348 22935 24184
442242,7521 25718 
3376600,19678 26856 33754
2557552,1468 2809 
2391680,21903 26369 
2196307,4957 14924 17429
198531,4227 24195 24852
1281623,162 1511 6638
1309059,10749 21903 24852
654116,16797 45825 
2761369,28378 33572 35921
1918388,14084 25931 33120
3073553,4210 24852 
1266894,19761 39921 47141
2185735,1463 3957 37022
1676841,26914 49235 
1088553,7088 21137 27845
65467,24852 35140 
2314209,28581 33129 45763
3407461,24852 43154 
2372519,6533 8590 41722
2247264,18176 41549 
2651333,1321 40174 
1990335,21663 43598 43961
668032,6347 22260 23155
2730481,7916 47766 
1032696,24852 47626 
3355968,13176 43295 
1945605,21709 35221 44632
1098067,3585 4421 14467
2890507,1409 8710 16663
2519594,2748 13176 
1493300,8277 13113 
476412,24852 32153 
2151106,4776 13176 47141
293692,27548 34050 
836275,16816 24852 37017
1956871,3999 4443 36214
68117,9605 17341 21333
3387692,13176 18670 
543041,5612 13819 26497
1455788,28296 33852 41805
1490499,11140 47626 
2055323,2120 8953 13176
1324947,2611 12847 13712
891657,43484 47388 
3112323,10810 17600 18523
1241495,21137 25837 
1112531,15613 24857 35045
1545001,30233 36929 
1267591,4920 5456 42342
944071,2434 4006 6069
606811,1940 21137 36717
1901134,30003 49381 
1461409,32864 37288 38159
1036348,23044 47209 
1803743,13249 43631 
3259141,2309 2597 4844
2377342,11182 12508 27360
2080645,1940 13176 
599014,20114 26384 
587740,17317 40621 47965
877079,9438 14233 23427
3360645,4138 5025 7026
1887969,260 4514 4920
3100473,2078 13083 
123641,19348 26604 48527
2104476,18370 27845 30391
3025259,10036 36144 
203528,11710 27966 
3409156,8072 13977 27216
1094091,34050 39527 
764108,8047 20298 24920
1386850,22959 32134 
458905,13885 28682 43957
728126,24852 35914 
1886032,2094 4421 9346
630214,9901 45622 
1533834,13524 25108 
736391,1957 14979 32923
1470781,27966 43961 
2360269,2962 39581 
1237146,49235 49683 
3128663,13424 26881 28364
2535468,12341 25653 
1619858,24964 47626 
999537,23909 30850 32700
162228,4920 13176 
160588,13176 34668 
2914973,46979 47626 
153911,20598 43400 
1530394,22035 29370 
1018776,9076 21962 32689
3158092,33909 39604 
1788231,24852 46820 
2580369,2994 4086 9210
2866997,23986 24852 27000
1629029,9421 13176 17948
1158445,8903 36522 
1184388,31396 32837 
1261211,432 17224 
2976551,35547 45007 
2132462,10602 12271 26088
524582,27845 49683 
2742254,24852 47747 
39629,11576 13176 
2496659,20995 40376 
2676901,15134 18564 34230
1078531,4920 19057 21077
2278368,13176 39190 
3196397,25211 40198 
695415,14947 44632 
2121710,2694 13548 17333
2904666,13176 30391 
1497682,2855 48205 
1726557,12341 16797 
178418,5450 5785 22935
391588,6489 11933 13176
1055153,28204 40174 
1176544,7035 9436 11494
1170109,16558 30639 
2471966,23909 46844 48657
1994195,24852 36011 
2513235,29010 38511 
2286484,373 1509 19042
1624388,8571 33000 
3020209,13176 29307 42445
3255859,651 17807 22308
2005070,1199 6948 
1237487,1511 4451 27690
2688906,24964 47209 
2170508,1379 18441 19019
2563471,3260 8859 21757
1750505,7058 7821 42265
2318244,13176 36011 45066
242483,24838 45570 
2278226,4138 25640 38003
1272828,16797 38817 
362619,36923 39046 
1168266,1940 42887 
141543,9175 45154 
3183367,24489 44422 
1797124,196 22802 
89381,11422 24890 30504
1423050,24838 43295 
1249392,29447 47766 
3311636,5876 47209 
439205,19057 24852 
420520,3512 5782 
2754200,24852 28204 39982
2558743,94 43295 
1287397,28204 33129 
1519990,27086 42736 
1671355,21903 24852 
2791256,19348 21137 24799
2520517,8571 32689 
1930805,13176 47402 
1502827,5612 27845 38453
1054066,10467 27288 47156
1753123,18889 30731 
109911,24852 47626 
934581,5479 22935 
311086,7393 8501 
2997340,1541 7156 15130
216270,29370 39928 
889691,13646 14858 
2676926,1313 20114 47626
1146075,5785 32655 
3168076,39275 44949 
2316252,21573 32403 
1199748,44570 47626 
2572651,21137 30946 34551
1196886,4210 6046 11121
2864780,21903 35045 
2101491,16363 24852 
2898328,5547 9698 30923
2308945,28985 34050 
2980283,1160 1369 1412
551385,21903 22959 
2065552,3990 20019 
2619795,432 22186 24852
92308,1117 3243 3390
2869963,6347 11520 21903
221995,18443 35336 
2364225,4605 24852 36186
2383884,12427 21769 35269
1409336,13176 27845 
2985179,23383 35951 
2510588,13176 27695 
2724284,12923 22054 25558
406182,10032 47226 
3359540,16797 30633 
1382149,4920 12456 13176
113476,4605 5373 18883
172394,21137 47766 
1017522,40604 44632 
1148846,27985 34466 41777
1389899,9741 17080 47626
383770,5484 7681 
1344043,11945 23565 38205
2172762,1689 25466 
1635368,13176 21137 
624714,2639 44536 
3102231,1940 44142 
3070543,2014 11440 32717
1378259,9623 24852 
951592,5385 34111 
2270224,33351 38185 
3235117,22035 36117 
1720960,3259 11266 13634
2279794,5550 9121 12879
1248981,11140 31215 
1516872,24852 47766 
533523,1940 44980 
20345,5785 27966 42265
2771992,9508 14778 28199
3118092,26209 26746 39275
1242668,18071 24852 34262
352630,1203 27521 
2072510,2086 5450 11520
1237738,15424 30569 
121516,12845 49492 
1523498,21333 28515 
2239739,2611 6489 19006
1970457,4210 8087 21267
2525507,4781 21137 22935
2786948,6383 32864 
3032161,2038 15383 22952
2788023,20754 21108 
1392421,18923 21288 40742
2491706,4210 16696 16797
2572782,4210 47626 
23500,3957 27104 27695
2262783,8277 16308 33000
1052165,9047 25487 
2544926,11759 13966 
1500721,39409 42389 
527075,24852 27730 44562
3018942,10258 17122 
2933690,4410 41950 47144
1295088,5450 24852 
1205372,21267 24561 35887
2784114,42445 NA 
2634958,21137 21903 24852
1684278,1194 33198 
3381268,13031 26032 40380
1601439,15153 49683 
3419249,39589 43789 
972886,5876 47868 
3288057,42736 44799 44987
2802507,6155 21242 22037
1440533,13032 26317 
2128112,13966 43252 
2061262,28594 32747 41315
1860851,148 24852 39877
1294240,196 13176 
2485297,22935 44142 
615968,11576 13870 16589
714005,1582 5976 37374
507309,43044 46188 
539759,1848 12481 17316
730226,11365 12899 
2219156,38785 45569 48933
1562811,24489 46880 
2346992,24852 45679 
825152,1940 27239 
1217860,5101 24454 25146
39872,7688 32441 
797320,39877 49224 
2117678,1335 46226 
644486,1194 47766 
1166076,4086 10749 
1660241,28008 47766 
2578885,21137 49621 
2719212,24852 49075 
2897298,47977 48845 
737811,26683 35168 35951
3377875,9018 24852 25890
2003451,34898 42731 
1242569,3957 13176 
708051,24964 28156 
979711,20015 45007 
115809,23106 38241 42450
330006,16387 42612 
1003428,3429 19660 
796276,12545 42257 
2134549,1682 34483 
173060,21137 22825 24852
1417318,10768 17027 
1747737,6348 29447 31618
1094757,5083 9225 
1023763,907 22028 
3096624,19546 26861 32710
556998,5794 43772 
1654614,10749 24852 
348608,23909 29487 
3263101,28465 47912 
472089,21903 24852 
1477795,39877 49683 
1837509,2604 25753 
1295547,8460 35914 
183244,5771 21333 35458
687724,16797 26209 
1257586,11352 14678 38689
2446481,12845 24852 32689
1964277,13176 38689 
3354422,19660 44261 
3299383,38293 42265 
1917547,12341 15541 21288
18113,40332 47766 
422051,28424 41678 
123802,921 30186 42950
3380822,14233 29799 
825986,4656 8390 16797
1334507,26924 30183 31683
2857490,21903 32927 35951
912310,1202 16168 18465
307143,18027 43122 
2252628,4595 5128 33626
2343550,4942 40377 43014
977808,2763 4210 
2298851,45603 48559 
1377070,20809 29307 
1138234,9810 38849 
2166558,13944 45004 
1067908,6111 14636 
235789,5258 9535 
3112593,23909 37215 
3261182,22935 26324 
2996466,5618 33465 
917864,26172 32691 
3302795,10749 21137 35523
544889,7412 24852 35221
14817,5918 26587 36591
3238643,3798 30162 31759
995122,4138 4428 25272
658852,32714 37687 
2999536,13176 17207 
1151839,403 25204 
1103486,21938 23102 
412133,24852 35504 45346
1898121,26088 32455 45004
3063004,6184 16974 
1703133,6774 46720 
3061961,27985 44152 
3339861,11688 16793 24852
1269779,3523 5646 8091
1073265,14084 24852 
3106959,3055 26165 
2546776,3479 12440 16797
2991602,15700 21137 45066
3221782,1689 23785 32605
1011297,22935 34126 
3099304,11759 37710 
2110390,3539 17322 27868
1520586,21137 39275 
3377720,13176 17419 
913397,19057 24852 
1301634,13176 27845 
781578,769 13259 21137
526421,22089 24852 
40070,22298 27845 35887
795428,4472 18994 37121
1122524,196 49235 
3307750,14577 31605 
3072395,7969 8424 10955
1448063,5161 6238 45066
1304479,30450 32665 
2222025,23322 48287 
583891,3248 14881 
2749407,20448 20955 21573
1560567,9175 25493 
1952709,8859 9068 12013
2477100,15462 47209 
2962049,790 44142 48199
1919322,5876 20995 
2509434,3457 25931 36865
3246106,24184 24852 
1887165,6022 18253 28370
2733997,27012 32689 
2244940,33198 35695 43409
1969261,26914 38689 
3212682,28156 28204 49683
1412630,21709 22888 27695
279090,4261 20919 40706
2534805,9189 13176 18838
263089,9387 24852 41950
1635309,17652 47626 
3358926,10385 13984 21616
1200207,12986 14197 35163
233795,14168 19505 
1991384,1957 3808 13249
491363,10984 36696 
712585,7812 11422 24759
747352,21288 43352 
2785463,196 11759 37710
1516308,24852 26558 
1132699,4195 40199 
2720462,4149 22046 
2481125,10089 33198 
1505169,13646 39180 
2214673,1379 45009 45954
2391741,17871 21616 26856
341508,3434 7453 26348
724534,16428 19352 33209
2875779,15929 24925 
1937241,33043 35108 
583654,4920 5342 6878
3111365,10246 16398 19660
489189,4920 9076 
792330,13176 16234 
1711925,27730 39928 
967626,36127 37158 
1284059,16398 45603 
1841472,38750 45346 
890200,10106 38889 40795
1563765,13409 47626 47766
3309393,6104 19057 
288658,32156 33452 
1068037,10580 43782 45066
1825398,1398 7878 8859
1613532,31805 46149 
211267,24852 49044 
3052173,14161 39275 43352
2581727,1468 5876 10476
1556549,11520 13176 
446630,890 907 5258
987145,17027 25138 
1844839,30776 38837 
2700123,36036 45570 
848283,8277 13176 24024
3128237,2220 3515 
519140,24852 31981 
778947,29662 31717 
635541,9405 11440 27086
2863172,13716 20156 43693
3062074,1 45051 
192719,3458 18523 24347
1376351,1244 10017 13176
1370372,8073 8501 
1676258,18389 18465 21137
656396,22220 39040 
2726684,10172 21009 
3123103,4562 24852 
8363,8927 32828 42265
1778015,24852 27845 
1987854,21267 32740 
2514756,5077 5450 7054
766247,8277 24838 24964
395026,32655 35221 
1243440,14078 24673 38890
827625,4790 48835 
888027,10509 14444 
572727,2664 5085 8128
3318056,18362 38164 42445
1949086,6948 14233 21903
2130996,3765 23737 34406
1531707,12140 28204 46941
2876773,12315 14074 30742
1823382,24852 45066 
2908457,3856 24721 29921
1819381,513 651 2846
2386746,3473 6366 
2924862,30489 34230 44632
681913,4605 20876 
1484897,11009 33690 34050
1355695,14240 40469 48186
2327501,5450 24852 
2615195,15290 40174 
1930476,7413 45368 
2375456,14897 15872 24852
3341925,35561 35951 
630145,15772 16974 21986
2662615,5025 24852 34861
503085,4799 21709 25837
1828558,16797 43352 
3062610,1711 3717 10121
1756466,2480 4163 4927
2265504,34 24852 
2756799,4724 13176 20796
1288199,196 15672 44172
850065,24235 46802 
881345,27966 45066 
1222202,24852 36865 
1194995,11193 17902 19057
1516882,6927 13176 42342
3419574,26038 35527 
1759310,5322 25466 26351
1658737,5785 24184 
820449,7054 9839 30489
297131,11777 21903 
1176648,26604 43352 
1080612,21903 39475 
1061897,196 13966 33756
532252,196 23662 
1242386,5876 47766 
678235,1688 47329 
702235,4421 4920 21137
1291970,8022 16290 16291
308264,31720 32655 
1098337,4472 4920 
1472331,5450 10403 14381
1678375,6184 18023 
2846957,45 15693 39305
1763504,5068 6087 12341
774160,2022 43470 45123
104318,21137 24850 24852
2392155,9743 11894 12606
1531618,5456 27845 
1197395,23965 35504 49023
3045030,6825 8587 27757
1362848,2719 4210 12210
2662608,23909 42943 
1191837,3376 27845 48364
3022429,28985 47626 
8188,21903 33000 
1587523,20039 31915 
1150654,13176 47325 49488
2854796,8884 9075 22071
1559507,5258 13259 
3348685,1158 5161 
1372067,9124 33754 34448
3366084,14444 18443 32478
306259,287 10753 
1490258,20144 23375 
1543051,11784 13176 
520685,2966 21137 23650
213822,35561 39922 42265
746260,9387 38563 
2055514,13176 16797 22124
227884,15424 36392 
2037257,21288 25588 
357255,160 2618 8229
604986,9741 17122 21137
334377,8518 21137 
2531119,7069 30849 45954
3109135,21386 28553 35756
1876410,16797 20940 
3020895,3990 4086 6436
255859,23804 46681 
928627,19660 26553 30162
3023648,8859 21903 30169
1503751,2078 20738 30499
973054,13176 21903 27730
2045272,277 9932 
1611034,17279 24852 44142
1440294,21903 32134 
843375,13977 32403 
443872,350 10613 21573
2346070,28985 39275 
1812624,24838 34262 
516431,6948 15902 19068
2190129,18110 45066 
3099915,4605 21137 22959
2585859,21137 46979 
663064,5785 9292 
1628123,25544 36126 
714813,3233 4086 8621
2362483,11520 33120 
3413392,14130 36144 39360
421861,13176 18818 
651234,13176 48415 
443880,8627 14947 
2911077,12606 28626 
2894503,2748 27392 45007
18531,24852 27841 
330274,5876 10749 20995
2466465,3896 9839 34197
1442066,13809 33065 41539
2969343,11576 42736 
2755113,13042 31805 
2936120,1463 7806 10749
2981862,26369 32566 
1950741,5450 27521 27662
2884727,8580 24852 41276
707009,24964 42445 
497684,14645 18394 
2154816,13176 27845 33754
604109,13176 33716 
462804,1919 14734 16642
871787,26209 27325 28123
160099,21903 35523 
2587900,7131 49683 
116153,13263 38689 
927784,13176 39275 
3382981,24852 27344 
647747,5876 35652 39040
940432,928 16245 22496
3309977,21709 24852 27336
172573,24964 44142 
1494477,4428 13996 41716
1827814,46654 48705 
128469,2481 15925 18104
2935142,32605 41602 
1800415,12341 22507 
741026,3262 21011 23734
1028563,27102 41371 
1911600,5025 28842 47766
1165781,7644 24852 40332
2639950,21288 21903 39275
1522143,14839 21903 24799
1156622,4030 22959 41950
1564909,4697 27307 28226
1689551,21903 39275 
1009512,1463 5303 18465
2842846,4920 9076 11365
275947,4713 15042 
1288003,13176 39877 
464517,1511 9912 41808
934994,21903 27392 45007
3378768,248 3787 4920
1578265,7388 36165 37276
2387149,2611 21376 32959
1276161,3819 10070 17487
565286,14867 23288 
3067613,25890 42265 42495
2361352,4799 43789 
3136210,5708 8049 14104
1005664,8424 21386 
1388427,5273 5322 18205
430940,13176 39275 47209
3400252,13176 27925 
509783,26620 35504 
2556493,4920 20345 21616
837243,21091 25330 
1249753,5120 22935 
99497,790 3792 24852
1880000,17706 35921 39721
304214,3835 8859 17008
2117142,16797 21288 
68231,5114 7521 8309
64882,19895 28427 41983
2997977,21903 25588 42447
943875,10387 21019 23192
3312403,8424 39190 
2500905,28601 37464 
1537477,7371 11821 
2611132,2748 14084 23622
1895579,4799 8174 8277
983438,21386 43352 
2134382,18615 35951 
1471376,24852 46513 
710067,5258 8859 
126017,4210 24852 
2754136,21137 36011 
1379985,24852 29373 
1685398,24852 40545 
3256785,16185 32573 45761
2289606,7746 21903 24964
169915,18670 42389 
451736,23644 34128 
689390,13176 25659 
2023947,2729 8390 24273
3249425,10749 32523 
528740,24497 24852 
1358624,12341 42701 
1372919,16249 28985 
2408719,4932 12572 29077
2026812,18531 24964 44632
167873,8230 27845 44815
2723797,24852 40174 
2032217,27845 35503 37646
1743017,3092 18176 20169
1983858,1831 31964 
3299223,49191 49235 
853290,11512 36070 
2258443,5258 33081 
658867,45282 49267 
1792555,4605 5785 13176
1433799,27966 31717 36865
2509044,4920 22856 27548
3107564,16589 31394 
280806,13176 40120 
219759,2962 24852 
1330978,4138 4493 4697
2442472,3793 47610 
1502437,19174 47977 
593527,4210 24852 39910
510246,24082 25471 
1419744,17487 35939 40198
339159,13176 17794 26701
263953,2732 39108 
2263140,14462 26209 38293
2239146,2971 33452 
2613079,32455 32478 
1064164,23341 28204 41594
1592266,35221 NA 
37642,6833 31040 34448
148793,26209 46802 
890480,24852 39560 
418348,16696 19863 38200
1641615,4649 6550 
1360432,23020 35948 
3290929,2745 34520 
705915,24838 27521 
3323933,25466 30489 
554001,21872 22035 40749
3045077,3464 4605 6649
1432993,29439 30024 44359
2799230,24852 41714 
3314281,8277 13176 
2049779,3526 9076 24852
505397,24852 44811 47766
577706,12545 24852 
495298,4086 5025 5818
1007185,8518 20754 21137
146612,4 21019 22882
2859965,13176 30731 
2415900,20842 23288 
2858681,5013 10279 16696
2935253,21174 39190 45104
2322422,24838 28204 
2082938,3836 7847 19953
1523654,4447 8590 35507
2957920,22220 36869 
2086127,12606 14927 24852
1815710,12476 38928 
966839,13176 13629 21616
494710,27845 43421 45249
2160319,5262 5785 7521
214407,5985 31985 
3291619,12341 16797 
3151873,16262 25146 26252
520065,7412 12341 16978
172709,6348 9421 26209
2841397,26209 34466 
1174131,14084 24852 
2903101,8424 26894 35986
1668898,12771 24852 
196979,6719 26604 
1087452,8653 31716 
1644302,24852 27845 
3186382,22035 37158 
342979,17794 21903 
253078,24852 30385 
2927283,3957 20600 21621
3245934,25138 27086 
2834814,14410 18670 24852
1121374,44753 45223 
1746028,39475 43394 
3219717,13176 22260 
2205722,28021 37335 
1347920,13176 32227 
2537601,7955 31292 
2869091,16083 24852 
3074582,19894 24518 
1430114,10957 14111 
3152226,13176 34197 35547
1406066,13176 17600 
2722225,6448 24780 
3073931,1940 28031 
2397663,5876 8518 26800
1839541,2604 12075 26165
1545781,8153 12508 
360026,13643 37250 47931
2715459,34969 35163 
2172352,890 7010 7628
2313350,14853 27845 
1771407,13176 44765 
2505443,19348 29650 42244
1408920,27845 40068 
193737,2513 13176 43206
2715856,5025 19003 24184
3410558,11123 26209 
3220768,2344 24838 28387
2406664,17794 23165 
680655,33754 49610 
1468641,6962 13176 34993
1987191,24830 44142 47626
2117855,3957 13176 
1115264,5653 36397 
1028718,8203 9020 13984
2821739,16469 44632 
2688436,4605 44799 
2697037,2277 19068 22275
1681682,11266 13424 
1362694,20938 25804 32465
1433961,2966 30169 
1239263,28427 36456 
2382822,17316 33671 49247
1136281,3061 24852 27730
2274397,651 3045 4562
2317748,27521 39180 
153845,8277 30489 
488870,24852 28985 
17751,1875 40255 47951
1652821,21137 28985 
2891695,7948 22935 23400
1829655,25072 41371 
1961266,7669 24184 27086
998429,44142 47626 
2034064,10193 40516 
1693413,10753 38480 
1637446,7952 13176 
937209,27472 40910 
535706,2675 42500 
1156732,15399 19348 
868056,13176 31741 
18542,28934 34339 
2451582,17902 19660 
3028530,13176 43394 
2608623,4086 4210 49683
2054782,26898 37849 
1479892,13496 38739 
3378756,13176 19057 
2836028,4605 13198 23734
2025678,6631 28703 
1764190,196 29978 
2895386,31343 46886 
583727,13176 21903 32689
433684,29615 41273 
2028349,15950 22939 30122
986461,18792 47815 
2313021,10957 23341 32859
2304962,1463 43154 
1564560,6046 9689 21903
2106252,5262 26209 26940
1631534,29010 38944 
1015824,12683 31269 
210065,9405 18465 27344
39157,24852 47766 
1172932,21872 49191 49235
2934363,41433 44944 
3148927,40593 41593 42701
1938106,13629 21938 25666
2191139,23341 30006 
3141157,3808 10833 21115
2988424,27985 31394 43232
2203044,18339 24852 29336
244269,33787 38241 41844
2862042,7485 15290 28985
1507209,27086 48109 
122123,21417 30391 43258
1729192,18531 21417 26497
834510,11777 13166 21137
3315433,4605 6046 21903
318298,23457 36735 
854163,4799 18881 32478
2924263,354 33220 
2897111,3800 35914 
937063,196 43154 
2677758,27845 44765 
929552,18583 21614 39314
1020443,7049 25466 
381842,3274 6987 12397
400788,5876 10749 18465
1146246,4920 24053 34886
2175759,26352 33919 46616
3103563,13176 48171 
2534043,21938 35221 
1002072,3957 8859 47912
3097958,7806 24852 40706
1732365,13176 21903 
962669,21903 24852 26209
63146,4565 8424 21410
2907747,5646 28204 
3176607,11520 13176 
37580,1890 5077 
2395413,28427 47977 
906138,3951 24799 
1332728,24852 25706 46184
1655935,27323 36865 
3363663,1393 21709 
3086391,6104 13176 
499654,12456 24852 
3276844,5575 19660 21150
3033980,4799 12036 21903
781055,21903 24852 
199736,1103 24221 26369
2197450,11005 21137 
2679096,21137 47209 
439603,5785 30700 
2934522,14421 40332 
1636972,1819 37067 43122
2577433,3399 8571 46041
2480417,43154 46088 
146787,2120 2675 
2436585,13176 26104 
690260,11073 14156 36390
18671,19906 27845 
1711131,8859 40969 
1461873,17902 39534 
627761,13755 23313 
2989523,23288 31985 
2824972,3957 31076 
2693691,19660 24082 
1096511,4462 13660 18689
734294,1689 17341 26497
1440068,277 9458 
2238548,9405 43394 
1475965,27845 38689 
2699075,24253 33120 
3158947,13176 31720 
2123903,32201 42342 44781
3243328,14742 33081 
12187,5025 12341 16696
806847,6111 9018 23148
265935,44632 47766 
159767,703 23955 24852
2941180,22028 31805 
2511113,18218 24852 
1357327,4605 4920 18615
1460140,21162 34197 47209
1176417,3732 16696 
1268117,12916 13245 28092
720094,24852 35221 
614552,2962 5385 
2615427,13176 31720 
2356481,23288 38267 
2428669,33000 47672 
1942060,12932 42479 
537068,3880 4928 6292
2582209,10831 29447 
598410,30489 32537 41165
356458,5212 13176 40396
3081244,10749 13565 21405
708046,2280 16445 18987
285841,2732 5479 
1947751,14084 28156 
2436525,46584 49520 
3302438,37067 38383 47209
1068380,8193 25890 
2735482,13176 16759 49235
2396642,18818 28459 
2705359,3835 27845 
221963,8174 16759 
2024210,2756 43295 
821272,8247 14852 
2934403,24852 28204 
2244082,35547 47626 
1816044,4224 4461 8195
2391231,30827 32403 
1205684,16234 21927 
2547704,38768 43352 
652900,17987 20082 36117
2646340,24852 29615 39041
1702846,6184 13176 38928
3322184,12606 42360 
690195,12324 34335 
2312614,13176 16797 
3345341,4472 6218 13176
1602984,2002 28934 
2435962,16396 19011 41724
294044,12476 16281 19468
2081370,19894 24852 
1992692,2693 5337 14531
2742179,10835 47657 
1248855,6948 22908 30639
1466762,12087 27510 46940
2044709,13032 28413 30162
319395,6212 34026 
1736502,9397 11292 22179
3185272,4605 14197 21137
2293675,26209 47766 
216388,7522 19677 
2701994,25093 49235 
2777891,25043 38689 41950
2053053,8174 24838 27104
270428,10385 11777 13176
3064986,28842 33026 
1058317,8048 9076 14715
3097087,1463 5077 11585
359439,3481 8021 10807
2949998,895 11710 21137
1015484,4920 9387 35914
2337872,6825 20930 30696
366888,41651 49488 
2552554,1729 11365 
1449387,4485 9405 
2379878,24852 37646 
3008957,22035 35951 37067
1343805,6184 8048 8571
2530629,15125 18439 27796
2705870,14446 14651 15399
2808739,2481 16696 
1431611,7239 32553 
2409364,7963 10699 20113
1896552,517 13851 28373
2159875,2846 5539 13838
2697627,27845 38164 
1663178,13176 31915 
228046,21914 47717 
1929465,3298 27790 31651
2511424,24852 47766 
613138,1185 24852 33572
2675750,14870 24852 
2009846,1447 7969 10749
2847703,8230 21195 39276
2543960,4965 35898 
3360200,8087 18926 24852
136254,5794 8424 
2152629,7862 21573 31759
2389368,11520 24852 27344
3145799,8048 9839 
292418,17758 20754 27977
1836360,11136 49267 
2165765,1940 24852 
2997011,1094 4137 
218573,1558 24852 
1182927,38689 40199 
357169,3479 9337 
1983116,13829 17191 25513
2417478,7131 11983 24852
2049410,8667 48559 
1260895,5479 24852 
1098204,23102 24852 
2430947,1757 2078 3213
3351424,19846 32403 
1308121,5450 37065 
2388489,8193 11813 17341
240797,8277 44632 
2342134,12341 13176 20314
3353035,14573 16797 21616
1298692,8479 48316 
1893436,21903 45535 
2139186,9358 31759 
980176,36943 37067 44158
3125241,6962 27521 
1965407,6184 13575 
1686054,25466 40795 
2646189,14366 27325 
3282259,13176 35628 
140644,34243 36165 
2721487,22935 31717 41950
241296,17758 32781 42903
1532642,5782 8193 18545
2356651,13176 20955 
2420771,23288 33000 
2686832,4472 13176 
1285494,11073 33152 
919784,1181 2120 2539
125877,16185 19173 
3089561,6184 13176 16797
2698317,21709 24852 
2540400,31942 35121 
2643441,4920 17122 
2986891,4210 23413 24852
2909578,32650 45531 
2791240,17703 35921 37646
951217,6547 19348 20197
1855627,20842 24852 44233
3409697,13176 22959 
281733,4086 30305 34126
2778614,24852 47766 
2535946,16152 28204 
2337928,2361 16965 
2284550,11068 17708 21506
2857991,35221 44632 
198039,17461 34262 
1178427,6128 19348 20540
2674729,2495 13944 
1023794,23233 29447 
450991,24852 33198 
1435420,15424 31808 
1693167,17795 25931 34969
2418653,11520 34429 
428894,21572 32403 
1714797,18389 49628 
1850480,23219 29487 
75768,2846 2856 3938
1226609,642 16797 18362
2706656,29370 32760 41165
1861845,39475 46331 
1906257,33401 35140 
2859992,242 44548 
1992739,20082 45066 
